article_id,question,answer,context,predict
SCG128,ต้นแบบของคน WEDOO คือสิ่งใด,DODEE,"คน “DODEE” (ดูดี) จะเป็น Talent แห่งยุค new normal!!
ดูดีที่ว่านี้ ไม่ใช่หน้าตา! แต่คือ “ตัวตน” ที่ดูดี
.
เราอยู่ในยุคที่นวัตกรรมคือ “ทางรอด” ไม่ใช่ทางเลือกอีกต่อไป ซึ่ง talent ที่จะประสบความสำเร็จและเหมาะกับการสร้างนวัตกรรม ไม่ใช่แค่ใช้เทคโนโลยีได้ แต่ต้องมีตัวตนที่ ดูดีด้วย คือดีใน 3 เรื่อง
1) Mindset Dee – Humble, Passionate, Fearless
2) Skillset Dee – Soft Skills, Technical Skills
3) Contribution Dee
.
WEDO = we are Digital Office
WEDO = we do เราคือ ""ผู้ที่ลงมือทำ"" สร้างความเปลี่ยนแปลงให้องค์กรปรับตัวสู้ disruption แต่ความเปลี่ยนแปลงที่ยั่งยืนต้องเริ่มจาก ""คน"" ไม่ใช่เทคโนโลยี เราจึงสร้าง ""DODEE"" ขึ้นมา เพื่อเป็น DNA ของคนที่เราเชื่อว่าเหมาะสมกับงานและองค์กรแห่งอนาคต เป็นต้นแบบของคน WEDO
.
ครั้งหน้าเราจะมาเจาะลึก DODEE กันต่อ ใครอยากเป็น talent เนื้อหอมแห่งยุค ต้องติดตาม! :)
.
#WEDO #DigitalOffice #GoBigRed"," ""DODEE"""
SCG128,นอกจาก #GoBigRed บทความนี้ประกอบด้วย hashtag อะไรบ้าง ?,#WEDO #DigitalOffice,"คน “DODEE” (ดูดี) จะเป็น Talent แห่งยุค new normal!!
ดูดีที่ว่านี้ ไม่ใช่หน้าตา! แต่คือ “ตัวตน” ที่ดูดี
.
เราอยู่ในยุคที่นวัตกรรมคือ “ทางรอด” ไม่ใช่ทางเลือกอีกต่อไป ซึ่ง talent ที่จะประสบความสำเร็จและเหมาะกับการสร้างนวัตกรรม ไม่ใช่แค่ใช้เทคโนโลยีได้ แต่ต้องมีตัวตนที่ ดูดีด้วย คือดีใน 3 เรื่อง
1) Mindset Dee – Humble, Passionate, Fearless
2) Skillset Dee – Soft Skills, Technical Skills
3) Contribution Dee
.
WEDO = we are Digital Office
WEDO = we do เราคือ ""ผู้ที่ลงมือทำ"" สร้างความเปลี่ยนแปลงให้องค์กรปรับตัวสู้ disruption แต่ความเปลี่ยนแปลงที่ยั่งยืนต้องเริ่มจาก ""คน"" ไม่ใช่เทคโนโลยี เราจึงสร้าง ""DODEE"" ขึ้นมา เพื่อเป็น DNA ของคนที่เราเชื่อว่าเหมาะสมกับงานและองค์กรแห่งอนาคต เป็นต้นแบบของคน WEDO
.
ครั้งหน้าเราจะมาเจาะลึก DODEE กันต่อ ใครอยากเป็น talent เนื้อหอมแห่งยุค ต้องติดตาม! :)
.
#WEDO #DigitalOffice #GoBigRed","
#WEDO #DigitalOffice"
SCG129,ชื่อรายการตรวจสอบ เช็คลิสต์แห่งยุค คืออะไร?,New Normal Innovation Checklist,"”New Normal Innovation Checklist” เช็คลิสต์แห่งยุค ที่ทุกคนต้องมี! ลองตรวจสอบตนเองหรือบริษัทดู ว่าเราพร้อมรับมือกับความเปลี่ยนแปลงทางเศรษฐกิจที่จะเกิดขึ้นขนาดไหน 

TECHSAUCE.CO
New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่? โดยคุณอภิรัตน์ หวานชะเอม

Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions",”New Normal Innovation Checklist”
SCG129,SCG-CBM ย่อมาจากอะไร,บริษัท SCG Cement-Building Materials,"”New Normal Innovation Checklist” เช็คลิสต์แห่งยุค ที่ทุกคนต้องมี! ลองตรวจสอบตนเองหรือบริษัทดู ว่าเราพร้อมรับมือกับความเปลี่ยนแปลงทางเศรษฐกิจที่จะเกิดขึ้นขนาดไหน 

TECHSAUCE.CO
New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่? โดยคุณอภิรัตน์ หวานชะเอม

Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", SCG Cement-Building Materials
SCG129,session ที่เป็นไฮไลท์ของงานมีชื่อว่าอะไร,New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่?,"”New Normal Innovation Checklist” เช็คลิสต์แห่งยุค ที่ทุกคนต้องมี! ลองตรวจสอบตนเองหรือบริษัทดู ว่าเราพร้อมรับมือกับความเปลี่ยนแปลงทางเศรษฐกิจที่จะเกิดขึ้นขนาดไหน 

TECHSAUCE.CO
New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่? โดยคุณอภิรัตน์ หวานชะเอม

Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", New Normal Innovation Checklist
SCG129,งานที่จัดขึ้นนี้ชื่อว่างานอะไร,งาน Techsauce Virtual Summit 2020,"”New Normal Innovation Checklist” เช็คลิสต์แห่งยุค ที่ทุกคนต้องมี! ลองตรวจสอบตนเองหรือบริษัทดู ว่าเราพร้อมรับมือกับความเปลี่ยนแปลงทางเศรษฐกิจที่จะเกิดขึ้นขนาดไหน 

TECHSAUCE.CO
New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่? โดยคุณอภิรัตน์ หวานชะเอม

Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", Techsauce Virtual Summit 2020
SCG129,ผู้พูด session ที่เป็นไฮไลท์ของงานคือใคร,คุณอภิรัตน์ หวานชะเอม,"”New Normal Innovation Checklist” เช็คลิสต์แห่งยุค ที่ทุกคนต้องมี! ลองตรวจสอบตนเองหรือบริษัทดู ว่าเราพร้อมรับมือกับความเปลี่ยนแปลงทางเศรษฐกิจที่จะเกิดขึ้นขนาดไหน 

TECHSAUCE.CO
New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่? โดยคุณอภิรัตน์ หวานชะเอม

Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", โดยคุณอภิรัตน์ หวานชะเอม
SCG129,ผู้ถือบัตรทุกท่านสามารถดาวน์โหลดสิ่งใดจากเว็บไซต์,Material และ Slide,"”New Normal Innovation Checklist” เช็คลิสต์แห่งยุค ที่ทุกคนต้องมี! ลองตรวจสอบตนเองหรือบริษัทดู ว่าเราพร้อมรับมือกับความเปลี่ยนแปลงทางเศรษฐกิจที่จะเกิดขึ้นขนาดไหน 

TECHSAUCE.CO
New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่? โดยคุณอภิรัตน์ หวานชะเอม

Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", Material
SCG129,ผู้อยากชมย้อนหลัง สามารถซื้อบัตรชมได้ที่เว็บอะไร,https://virtualsummit.techsauce.co/,"”New Normal Innovation Checklist” เช็คลิสต์แห่งยุค ที่ทุกคนต้องมี! ลองตรวจสอบตนเองหรือบริษัทดู ว่าเราพร้อมรับมือกับความเปลี่ยนแปลงทางเศรษฐกิจที่จะเกิดขึ้นขนาดไหน 

TECHSAUCE.CO
New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่? โดยคุณอภิรัตน์ หวานชะเอม

Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", https://virtualsummit.techsauce.co/
SCG129,ผู้ชมสามารถดูย้อนหลังได้ถึงวันไหน?,27 มิถุนายน 2020,"”New Normal Innovation Checklist” เช็คลิสต์แห่งยุค ที่ทุกคนต้องมี! ลองตรวจสอบตนเองหรือบริษัทดู ว่าเราพร้อมรับมือกับความเปลี่ยนแปลงทางเศรษฐกิจที่จะเกิดขึ้นขนาดไหน 

TECHSAUCE.CO
New Normal Innovation Checklist คุณมีสิ่งเหล่านี้หรือไม่? โดยคุณอภิรัตน์ หวานชะเอม

Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", 27 มิถุนายน 2020
SCG130,ใครคือ Chief Digital Officer ของ SCG CBM?,คุณอภิรัตน์ หวานชะเอม,"Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", โดยคุณอภิรัตน์ หวานชะเอม
SCG130,ผู้เข้าร่วมสามารถดูวิดีโอย้อนหลังได้ถึงเมื่อใด?,27 มิถุนายน 2020,"Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", 27 มิถุนายน 2020
SCG130,ผู้อยากชมย้อนหลัง สามารถซื้อบัตรชมได้ที่เว็บอะไร,https://virtualsummit.techsauce.co/,"Techsauce Thailand
20 June 2020 at 17:38 ·

เมื่อคนไม่ได้วิตกกังวลกับ COVID-19 แต่กังวลกับเศรษฐกิจมากกว่า แล้ว New Normal จากนี้จะมีอะไร อีก Session ที่เป็นไฮไลท์ในงาน Techsauce Virtual Summit 2020 คือ โดยคุณอภิรัตน์ หวานชะเอม Chief Digital Officer จากบริษัท SCG Cement-Building Materials (SCG-CBM) ที่ได้เผย New Normal Innovation Checklist ที่ให้คุณ หรือผู้ประกอบได้ตรวจสอบตนเอง ว่าเรามีสิ่งนี้เพื่อพร้อมรับกับความเปลี่ยนแปลงที่จะเกิดขึ้นแล้วหรือยัง?

ข่าวดี!
- ผู้ร่วมงานสามารถดูวีดีโอย้อนหลังได้ถึงวันที่ 27 มิถุนายน 2020
- ผู้ที่อยากชมย้อนหลัง ยังสามารถซื้อบัตรชมได้ที่ https://virtualsummit.techsauce.co/ (ซื้อก่อนได้ชมก่อนยาวๆ)

ผู้ถือบัตรทุกท่านยังสามารถคลิกดาวน์โหลด Material และ Slide จากเว็บ พร้อมรับสรุปเนื้อหาและภาพประกอบในทุก Sessions", https://virtualsummit.techsauce.co/
SCG131,สายงานอะไรที่เนื้อหอมที่สุดในยุคนี้?,Data Science,"ติดอาวุธ Data Science ก้าวสู่สายงานที่เนื้อหอมสุด ๆ ในยุคนี้ พร้อมเรียนไป ทำงานไปกับ SCG!!
.
จะดีแค่ไหน ถ้าได้ทุนเรียน Data Science ปริญญาโทกับ Harbour.Space @ UTCC ซึ่งเป็น Disruptive University แห่งยุค! พร้อมเก็บประสบการณ์จริงไปกับ SCG ได้เรียนรู้ Data Science จากมุมมองของผู้สอนซึ่งเป็นผู้ประกอบการและทีมงานจากองค์กรเทคโนโลยีระดับโลก ได้ฝึกฝีมือใน project ที่ใช้ Data Science ในการทำงานจริง ๆ เรียนจบก็มีโอกาสร่วมงานต่อกับ SCG ด้วย
.
➡️ ทุนครอบคลุมค่าใช้จ่ายส่วนไหนบ้าง
tuition fee ตลอดหลักสูตร 2 ปี มูลค่า 45,800 ยูโร และค่าใช้จ่ายอื่น ๆ ตามเงื่อนไขบริษัทฯ

➡️ สนใจทุนต้องสมัครอย่างไร
สมัครได้ที่ https://bit.ly/SCGscholarship-apply โดยกรอกข้อมูล พร้อมแนะนำตัว บอก passion ว่าทำไมถึงอยากเรียน? และทำไมทุนนี้ควรเป็นของคุณ (ได้ทั้งภาษาไทย หรือ ภาษาอังกฤษ) โดยสามารถเลือกได้ว่าจะเขียน หรือ ส่งคลิปวีดีโอ หมดเขต 30 มิ.ย.นี้

➡️ โปรแกรมใช้เวลาเรียนกี่ปี
2 ปี จบ เรียนเข้มข้มด้าน Data Science ทั้งยังได้เรียนรู้ soft skill ที่จำเป็นสำหรับการทำงานยุคใหม่ด้วย

➡️ การเรียนการสอน
ทางมหาวิทยาลัยตั้งเป้าว่าจะสอนในห้องเรียนโดยอาจารย์ต่างชาติ ซึ่งปลายเดือนสิงหาคาดว่าจะดำเนินการสอนแบบมี Social distance ได้ แต่หากสถานการณ์ COVID-19 ยังไม่ดีขึ้น จะเป็นการสอนทางออนไลน์จากอาจารย์ต่างชาติ โดย live เรียนพร้อมกัน

➡️ สถานที่เรียน
ไม่ต้องไปถึงต่างประเทศ ก็ได้รับความรู้จากคนเก่ง ๆ ทั่วโลกได้ โดยเรียนที่มหาวิทยาลัยหอการค้าไทย ทั้งยังมี Co-working space ให้นักศึกษานั่งทำงานได้ตลอดทั้งวัน

➡️ มีเงื่อนไขอะไรไหม
ทุนไม่ได้มีเงื่อนไขในการใช้ทุน แต่ระหว่างเรียน จะได้รับประสบการณ์จริงจากการทำงานในลักษณะ internship กับ SCG วันละ 4 ชม. รวม 20 ชม./สัปดาห์
.
รายละเอียดเพิ่มเติม: http://bit.ly/SCGscholarship
โค้งสุดท้ายแล้ว รีบสมัครกันเข้ามา!
-----------------------------------------------
WEDO คือ หน่วยงานที่ทำ Digital Transformation ของ SCG Cement-Bulding Materials ทำความรู้จักกับ WEDO ได้ที่: http://bit.ly/SCGDigitalOffice", Data Science
SCG131,tuition fee ตลอดหลักสูตร 2 ปี มูลค่า,"45,800 ยูโร","ติดอาวุธ Data Science ก้าวสู่สายงานที่เนื้อหอมสุด ๆ ในยุคนี้ พร้อมเรียนไป ทำงานไปกับ SCG!!
.
จะดีแค่ไหน ถ้าได้ทุนเรียน Data Science ปริญญาโทกับ Harbour.Space @ UTCC ซึ่งเป็น Disruptive University แห่งยุค! พร้อมเก็บประสบการณ์จริงไปกับ SCG ได้เรียนรู้ Data Science จากมุมมองของผู้สอนซึ่งเป็นผู้ประกอบการและทีมงานจากองค์กรเทคโนโลยีระดับโลก ได้ฝึกฝีมือใน project ที่ใช้ Data Science ในการทำงานจริง ๆ เรียนจบก็มีโอกาสร่วมงานต่อกับ SCG ด้วย
.
➡️ ทุนครอบคลุมค่าใช้จ่ายส่วนไหนบ้าง
tuition fee ตลอดหลักสูตร 2 ปี มูลค่า 45,800 ยูโร และค่าใช้จ่ายอื่น ๆ ตามเงื่อนไขบริษัทฯ

➡️ สนใจทุนต้องสมัครอย่างไร
สมัครได้ที่ https://bit.ly/SCGscholarship-apply โดยกรอกข้อมูล พร้อมแนะนำตัว บอก passion ว่าทำไมถึงอยากเรียน? และทำไมทุนนี้ควรเป็นของคุณ (ได้ทั้งภาษาไทย หรือ ภาษาอังกฤษ) โดยสามารถเลือกได้ว่าจะเขียน หรือ ส่งคลิปวีดีโอ หมดเขต 30 มิ.ย.นี้

➡️ โปรแกรมใช้เวลาเรียนกี่ปี
2 ปี จบ เรียนเข้มข้มด้าน Data Science ทั้งยังได้เรียนรู้ soft skill ที่จำเป็นสำหรับการทำงานยุคใหม่ด้วย

➡️ การเรียนการสอน
ทางมหาวิทยาลัยตั้งเป้าว่าจะสอนในห้องเรียนโดยอาจารย์ต่างชาติ ซึ่งปลายเดือนสิงหาคาดว่าจะดำเนินการสอนแบบมี Social distance ได้ แต่หากสถานการณ์ COVID-19 ยังไม่ดีขึ้น จะเป็นการสอนทางออนไลน์จากอาจารย์ต่างชาติ โดย live เรียนพร้อมกัน

➡️ สถานที่เรียน
ไม่ต้องไปถึงต่างประเทศ ก็ได้รับความรู้จากคนเก่ง ๆ ทั่วโลกได้ โดยเรียนที่มหาวิทยาลัยหอการค้าไทย ทั้งยังมี Co-working space ให้นักศึกษานั่งทำงานได้ตลอดทั้งวัน

➡️ มีเงื่อนไขอะไรไหม
ทุนไม่ได้มีเงื่อนไขในการใช้ทุน แต่ระหว่างเรียน จะได้รับประสบการณ์จริงจากการทำงานในลักษณะ internship กับ SCG วันละ 4 ชม. รวม 20 ชม./สัปดาห์
.
รายละเอียดเพิ่มเติม: http://bit.ly/SCGscholarship
โค้งสุดท้ายแล้ว รีบสมัครกันเข้ามา!
-----------------------------------------------
WEDO คือ หน่วยงานที่ทำ Digital Transformation ของ SCG Cement-Bulding Materials ทำความรู้จักกับ WEDO ได้ที่: http://bit.ly/SCGDigitalOffice"," 45,800 ยูโร"
